City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Puerto Colombia,CO,2020-05-28 19:09:36,10.99,-74.95,89.6,66,40,8.05
309,Sena Madureira,BR,2020-05-28 19:12:57,-9.07,-68.66,90.91,34,22,0.56
310,Isangel,VU,2020-05-28 19:12:57,-19.55,169.27,71.6,88,20,9.04
311,Itarema,BR,2020-05-28 19:12:58,-2.92,-39.92,82.49,81,48,11.5
312,Launceston,AU,2020-05-28 19:12:58,-41.45,147.17,50.0,93,90,10.29
313,Hithadhoo,MV,2020-05-28 19:12:58,-0.6,73.08,79.02,87,100,19.86
314,Sitka,US,2020-05-28 19:12:58,57.05,-135.33,60.8,41,75,14.99
315,Port-Gentil,GA,2020-05-28 19:12:58,-0.72,8.78,80.6,88,40,11.41
316,Sauda,NO,2020-05-28 19:12:58,59.65,6.35,55.99,65,2,1.99
317,Bereda,ES,2020-05-28 19:12:58,43.27,-7.54,81.0,47,1,5.99
318,La Ronge,CA,2020-05-28 19:12:59,55.1,-105.28,44.6,75,90,12.75
319,Campoverde,PE,2020-05-28 19:12:59,-8.48,-74.81,86.0,58,40,3.36
320,Fort Nelson,CA,2020-05-28 19:12:59,58.81,-122.7,62.6,48,40,4.7
321,Tokmak,UA,2020-05-28 19:12:59,47.25,35.71,58.98,91,4,7.96
322,Mar Del Plata,AR,2020-05-28 19:12:59,-38.0,-57.56,59.0,71,40,10.29
323,Luderitz,NA,2020-05-28 19:13:00,-26.65,15.16,57.2,67,0,8.05
324,Saint Anthony,US,2020-05-28 19:13:00,45.02,-93.22,78.01,25,1,12.75
325,Mayenne,FR,2020-05-28 19:13:00,48.33,-0.67,75.2,33,0,11.41
326,Penhold,CA,2020-05-28 19:13:00,52.13,-113.87,63.0,29,20,11.41
327,Adrar,MR,2020-05-28 19:13:00,20.5,-10.07,97.72,12,0,7.54
328,Filingue,NE,2020-05-28 19:13:00,14.35,3.32,97.99,22,90,10.4
329,Villeneuve-Sur-Lot,FR,2020-05-28 19:13:00,44.5,0.67,81.0,34,0,4.7
330,Lagos,NG,2020-05-28 19:12:12,6.58,3.75,75.2,94,20,3.36
331,Sovetskiy,RU,2020-05-28 19:13:01,61.36,63.58,53.46,65,68,14.54
332,Jieshi,CN,2020-05-28 19:13:01,22.81,115.83,77.05,93,78,12.44
333,Rantepao,ID,2020-05-28 19:13:01,-2.97,119.9,66.29,90,75,2.37
334,Birin,NP,2020-05-28 19:13:01,26.89,88.07,59.72,91,70,3.69
335,Tooele,US,2020-05-28 19:13:01,40.53,-112.3,82.4,30,1,9.17
336,Bijie,CN,2020-05-28 19:13:01,27.31,105.29,55.49,91,100,2.44
337,Buzmeyin,TM,2020-05-28 19:13:01,38.05,58.21,87.8,25,0,9.17
338,Synya,RU,2020-05-28 19:13:02,65.37,58.04,45.32,86,68,8.05
339,Baherden,TM,2020-05-28 19:13:02,38.44,57.43,90.99,16,0,8.32
340,Lazaro Cardenas,MX,2020-05-28 19:13:02,17.96,-102.2,83.64,53,0,11.79
341,Puerto Carreno,CO,2020-05-28 19:10:03,6.19,-67.49,86.0,66,75,6.93
342,Aguililla,MX,2020-05-28 19:13:02,18.73,-102.73,99.81,11,0,3.56
343,Presidencia Roque Saenz Pena,AR,2020-05-28 19:13:02,-26.79,-60.44,79.18,34,0,7.09
344,Necochea,AR,2020-05-28 19:13:02,-38.55,-58.74,57.0,77,100,3.0
345,Sur,OM,2020-05-28 19:13:03,22.57,59.53,89.62,56,0,16.46
346,Pedernales,DO,2020-05-28 19:13:03,18.04,-71.74,89.6,62,75,17.22
347,Husavik,IS,2020-05-28 19:13:03,66.04,-17.34,59.0,47,18,16.11
348,Bondowoso,ID,2020-05-28 19:13:03,-7.91,113.82,73.24,88,100,3.4
349,Cabo San Lucas,MX,2020-05-28 19:08:33,22.89,-109.91,84.0,48,5,11.41
350,Mae Hong Son,TH,2020-05-28 19:13:03,19.3,97.97,75.33,84,100,0.22
351,Itoman,JP,2020-05-28 19:13:03,26.12,127.67,75.2,57,75,5.82
352,Sawankhalok,TH,2020-05-28 19:13:03,17.32,99.83,87.01,62,100,4.72
353,Sao Joao Da Barra,BR,2020-05-28 19:13:04,-21.64,-41.05,73.4,60,75,9.17
354,Oxelosund,SE,2020-05-28 19:13:04,58.67,17.1,59.0,38,52,5.82
355,Saint-Louis,SN,2020-05-28 19:13:04,16.33,-15.0,111.2,14,100,4.7
356,Wanxian,CN,2020-05-28 19:13:04,30.8,108.39,69.66,75,100,1.12
357,Kathu,TH,2020-05-28 19:13:04,7.92,98.33,82.4,88,20,2.24
358,Vega De Alatorre,MX,2020-05-28 19:13:05,20.03,-96.63,88.45,64,12,11.07
359,Kaeo,NZ,2020-05-28 19:13:05,-35.1,173.78,57.99,3,100,5.01
360,Saint-Augustin,CA,2020-05-28 19:13:02,51.23,-58.65,69.53,53,26,5.41
361,Payo,ID,2020-05-28 19:13:05,-3.75,103.64,74.46,94,89,1.72
362,Latung,PH,2020-05-28 19:13:05,5.5,120.88,84.33,77,100,6.08
363,Kundiawa,PG,2020-05-28 19:13:06,-6.02,144.97,62.24,79,100,3.18
364,Paamiut,GL,2020-05-28 19:13:06,61.99,-49.67,34.54,87,93,19.6
365,Tura,IN,2020-05-28 19:13:06,25.52,90.22,71.38,94,0,3.13
366,Chenghai,CN,2020-05-28 19:13:06,23.46,116.77,77.0,94,75,4.47
367,Samandag,TR,2020-05-28 19:13:06,36.08,35.98,69.8,43,40,11.41
368,Abeche,TD,2020-05-28 19:13:07,13.83,20.83,88.93,12,0,6.8
369,Brigantine,US,2020-05-28 19:13:07,39.41,-74.36,71.6,83,90,16.11
370,Darnah,LY,2020-05-28 19:13:07,32.77,22.64,65.79,65,0,14.23
371,Notre-Dame-Du-Lac,CA,2020-05-28 19:13:07,47.61,-68.8,93.99,45,20,12.75
372,Dobson,US,2020-05-28 19:13:07,36.4,-80.72,80.01,83,75,3.36
373,Dwarka,IN,2020-05-28 19:13:07,22.24,68.97,84.38,84,63,22.5
374,Eydhafushi,MV,2020-05-28 19:13:08,5.1,73.07,82.69,74,100,8.63
375,Bagdarin,RU,2020-05-28 19:13:08,54.43,113.6,37.94,73,89,4.07
376,Severnyy,RU,2020-05-28 19:13:08,50.68,36.55,62.6,77,93,11.18
377,Sfantu Gheorghe,RO,2020-05-28 19:13:08,45.87,25.78,53.01,88,100,3.38
378,Ust-Karsk,RU,2020-05-28 19:13:08,52.7,118.81,50.14,88,100,1.99
379,Yarim,YE,2020-05-28 19:13:09,14.3,44.38,61.48,48,56,5.44
380,Aripuana,BR,2020-05-28 19:13:09,-9.17,-60.63,86.4,55,36,2.93
381,Olafsvik,IS,2020-05-28 19:13:09,64.89,-23.71,47.12,96,100,13.58
382,Aguimes,ES,2020-05-28 19:13:09,27.91,-15.45,72.0,73,20,23.04
383,Fredericksburg,US,2020-05-28 19:12:50,38.3,-77.46,82.99,78,75,9.17
384,San Policarpo,PH,2020-05-28 19:13:09,12.18,125.51,82.47,77,99,6.8
385,Nikolsk,RU,2020-05-28 19:13:09,53.72,46.07,53.87,88,0,5.66
386,San Francisco,US,2020-05-28 19:12:21,37.77,-122.42,72.0,63,20,13.87
387,Irituia,BR,2020-05-28 19:11:04,-1.77,-47.44,89.47,56,30,2.91
388,Berezanka,UA,2020-05-28 19:13:10,46.85,31.39,57.24,88,100,12.46
389,Manuk Mangkaw,PH,2020-05-28 19:13:10,4.8,119.85,84.94,72,100,5.12
390,Fairfield,US,2020-05-28 19:10:33,41.27,-73.32,73.4,78,90,10.29
391,Cockburn Town,TC,2020-05-28 19:13:10,21.46,-71.14,81.27,80,100,14.5
392,Goderich,CA,2020-05-28 19:13:10,43.75,-81.72,72.0,95,100,1.01
393,Marawi,PH,2020-05-28 19:13:10,8.0,124.29,75.0,91,49,5.01
394,Meulaboh,ID,2020-05-28 19:13:10,4.14,96.13,78.85,81,100,4.83
395,Thunder Bay,CA,2020-05-28 19:08:51,48.4,-89.32,71.01,72,75,3.36
396,Trairi,BR,2020-05-28 19:13:11,-3.28,-39.27,82.6,79,50,9.57
397,Zistersdorf,AT,2020-05-28 19:13:11,48.53,16.75,55.0,79,100,5.01
398,Kamaishi,JP,2020-05-28 19:13:11,39.27,141.88,54.05,83,4,7.54
399,Ewo,CG,2020-05-28 19:13:11,-0.87,14.82,77.52,81,100,4.05
400,Loralai,PK,2020-05-28 19:13:11,30.37,68.6,80.35,16,0,6.42
401,Sao Filipe,CV,2020-05-28 19:13:11,14.9,-24.5,78.28,66,0,8.05
402,Eureka,US,2020-05-28 19:13:12,40.8,-124.16,64.99,63,2,1.99
403,Lac Du Bonnet,CA,2020-05-28 19:13:12,50.25,-96.06,53.01,68,100,8.01
404,Senneterre,CA,2020-05-28 19:10:08,48.38,-77.23,86.0,33,75,17.22
405,Catamarca,AR,2020-05-28 19:13:12,-28.47,-65.79,73.0,44,0,1.99
406,Mancio Lima,BR,2020-05-28 19:13:12,-7.61,-72.9,91.36,36,39,2.46
407,Lima,PE,2020-05-28 19:11:46,-12.04,-77.03,71.6,73,90,6.93
408,Bojnurd,IR,2020-05-28 19:13:12,37.47,57.33,69.8,37,0,1.7
409,Muncar,ID,2020-05-28 19:13:12,-8.43,114.33,74.21,94,100,5.17
410,Sakakah,SA,2020-05-28 19:09:04,29.97,40.21,87.8,10,19,9.17
411,Chambas,CU,2020-05-28 19:13:13,22.19,-78.91,89.06,60,95,12.84
412,Boshnyakovo,RU,2020-05-28 19:13:13,49.63,142.17,40.15,95,95,0.96
413,Koumac,NC,2020-05-28 19:13:13,-20.57,164.28,72.09,82,0,3.36
414,Inirida,CO,2020-05-28 19:13:13,3.87,-67.92,83.34,83,79,2.1
415,Sisimiut,GL,2020-05-28 19:13:13,66.94,-53.67,36.21,80,17,13.94
416,Wajir,KE,2020-05-28 19:13:14,1.75,40.06,86.0,62,20,11.41
417,Vila Franca Do Campo,PT,2020-05-28 19:13:14,37.72,-25.43,64.4,55,20,13.87
418,Zhangye,CN,2020-05-28 19:13:14,38.93,100.45,62.19,39,42,5.88
419,Tuatapere,NZ,2020-05-28 19:13:14,-46.13,167.68,47.07,86,100,1.88
420,Lakatoro,VU,2020-05-28 19:13:14,-16.1,167.42,78.8,83,40,3.36
421,Tynda,RU,2020-05-28 19:13:14,55.17,124.72,36.45,88,49,3.11
422,Levelland,US,2020-05-28 19:13:14,33.59,-102.38,78.01,37,75,13.87
423,Lompoc,US,2020-05-28 19:13:14,34.64,-120.46,71.6,64,1,6.93
424,Lyubech,UA,2020-05-28 19:13:15,51.7,30.66,51.89,95,100,18.48
425,Amposta,ES,2020-05-28 19:13:15,40.71,0.58,70.0,63,0,1.99
426,Tarakeswar,IN,2020-05-28 19:13:15,22.89,88.02,77.0,94,75,6.93
427,Kodinsk,RU,2020-05-28 19:13:15,58.69,99.18,39.18,71,100,1.48
428,Georgiyevskoye,RU,2020-05-28 19:13:15,58.73,45.02,51.08,91,1,2.75
429,Richards Bay,ZA,2020-05-28 19:13:15,-28.78,32.04,61.34,49,0,7.25
430,Bodden Town,KY,2020-05-28 19:13:15,19.28,-81.25,87.8,74,20,12.75
431,Kargil,IN,2020-05-28 19:13:16,34.57,76.1,47.14,54,100,5.03
432,Pisco,PE,2020-05-28 19:13:16,-13.7,-76.22,69.8,73,75,9.17
433,Palenque,MX,2020-05-28 19:13:16,17.52,-91.97,91.4,66,20,5.82
434,Hualmay,PE,2020-05-28 19:13:16,-11.1,-77.61,71.46,68,60,7.34
435,Maneadero,MX,2020-05-28 19:13:16,31.72,-116.57,73.99,73,14,3.0
436,Labuhan,ID,2020-05-28 19:13:16,-6.88,112.21,77.68,89,100,12.06
437,Ust-Maya,RU,2020-05-28 19:13:16,60.42,134.53,47.73,85,100,9.55
438,Batemans Bay,AU,2020-05-28 19:13:16,-35.72,150.18,48.99,100,89,2.19
439,Kurchum,KZ,2020-05-28 19:13:17,48.57,83.65,52.36,62,0,6.89
440,Hofn,IS,2020-05-28 19:13:17,64.25,-15.21,47.8,94,100,2.68
441,Ranong,TH,2020-05-28 19:13:17,9.97,98.63,81.82,80,94,4.23
442,Mount Isa,AU,2020-05-28 19:13:18,-20.73,139.5,57.2,41,16,6.93
443,Obihiro,JP,2020-05-28 19:13:18,42.92,143.2,50.14,75,86,3.98
444,Pevek,RU,2020-05-28 19:13:18,69.7,170.31,34.74,86,2,21.41
445,Nhulunbuy,AU,2020-05-28 19:13:18,-12.23,136.77,69.8,88,100,9.66
446,Tigre,AR,2020-05-28 19:13:18,-34.43,-58.58,73.0,68,0,6.93
447,Santiago De Chuco,PE,2020-05-28 19:13:19,-8.15,-78.18,62.56,48,67,3.38
448,Vilhena,BR,2020-05-28 19:11:12,-12.74,-60.15,82.72,47,21,2.64
449,Enshi,CN,2020-05-28 19:13:19,30.3,109.48,65.01,78,100,0.63
450,Kondopoga,RU,2020-05-28 19:13:19,62.21,34.26,55.4,71,100,6.71
451,Sexsmith,CA,2020-05-28 19:13:19,55.35,-118.79,64.4,34,40,8.05
452,Bridlington,GB,2020-05-28 19:13:19,54.08,-0.19,66.2,55,0,10.29
453,Wucheng,CN,2020-05-28 19:13:19,29.6,118.17,68.5,65,100,1.97
454,Alofi,NU,2020-05-28 19:13:19,-19.06,-169.92,73.4,94,94,3.36
455,Olinda,BR,2020-05-28 19:13:20,-8.01,-34.86,82.4,78,40,9.17
456,Itaituba,BR,2020-05-28 19:13:20,-4.28,-55.98,87.78,61,14,4.32
457,Veraval,IN,2020-05-28 19:13:20,20.9,70.37,84.18,85,33,15.26
458,Smithers,CA,2020-05-28 19:10:25,54.78,-127.17,44.6,93,90,5.82
459,Opuwo,NA,2020-05-28 19:13:20,-18.06,13.84,62.91,41,0,5.21
460,Iqaluit,CA,2020-05-28 19:09:42,63.75,-68.51,26.6,68,75,9.17
461,Bathsheba,BB,2020-05-28 19:13:20,13.22,-59.52,84.2,70,40,17.22
462,Korsakov,RU,2020-05-28 19:13:20,46.63,142.78,41.0,93,75,2.24
463,Milkovo,RU,2020-05-28 19:13:21,54.72,158.62,35.4,84,64,2.01
464,Ha Giang,VN,2020-05-28 19:13:21,22.83,104.98,73.6,75,100,1.05
465,Shimoda,JP,2020-05-28 19:13:21,34.67,138.95,55.99,84,3,8.55
466,Arman,RU,2020-05-28 19:13:21,59.7,150.17,35.82,93,100,5.26
467,Apatzingan,MX,2020-05-28 19:13:21,19.08,-102.35,78.8,24,90,9.17
468,Kinablangan,PH,2020-05-28 19:13:21,7.69,126.55,78.19,76,0,3.69
469,Porto Novo,BJ,2020-05-28 19:13:21,6.5,2.6,79.23,87,100,8.03
470,Manbij,SY,2020-05-28 19:13:21,36.53,37.95,66.2,45,0,10.29
471,Port Hedland,AU,2020-05-28 19:13:22,-20.32,118.57,62.6,88,4,4.25
472,Batagay,RU,2020-05-28 19:13:22,67.63,134.63,29.14,98,100,8.7
473,Khandbari,NP,2020-05-28 19:13:22,27.37,87.2,69.1,56,100,1.61
474,Humaita,BR,2020-05-28 19:13:22,-7.51,-63.02,87.39,61,100,3.15
475,Malanville,BJ,2020-05-28 19:13:22,11.87,3.39,93.49,37,74,5.64
476,Harper,LR,2020-05-28 19:13:22,4.38,-7.72,79.99,82,100,7.2
477,Agirish,RU,2020-05-28 19:13:23,61.92,63.02,51.78,66,86,17.38
478,Puerto Quijarro,BO,2020-05-28 19:13:23,-17.78,-57.77,84.61,32,0,4.05
479,Broome,US,2020-05-28 19:13:23,42.25,-75.83,75.0,78,90,12.75
480,Ketchikan,US,2020-05-28 19:13:23,55.34,-131.65,51.8,93,90,17.22
481,Kieta,PG,2020-05-28 19:13:23,-6.22,155.63,79.5,76,100,2.89
482,Challans,FR,2020-05-28 19:13:24,46.84,-1.87,78.8,39,0,12.75
483,Borogontsy,RU,2020-05-28 19:13:24,62.67,131.17,35.38,84,88,12.55
484,Le Lorrain,MQ,2020-05-28 19:13:24,14.83,-61.06,89.6,55,75,13.87
485,Huarmey,PE,2020-05-28 19:13:24,-10.07,-78.15,72.48,68,73,7.2
486,Champerico,GT,2020-05-28 19:13:24,14.3,-91.92,89.6,59,40,9.17
487,Arroyo,ES,2020-05-28 19:13:24,41.61,-4.8,81.0,41,0,4.7
488,Nanortalik,GL,2020-05-28 19:13:24,60.14,-45.24,37.04,83,100,14.92
489,Souillac,MU,2020-05-28 19:13:25,-20.52,57.52,75.2,83,40,12.75
490,Kalmunai,LK,2020-05-28 19:13:25,7.42,81.82,81.07,81,100,13.06
491,Kholm-Zhirkovskiy,RU,2020-05-28 19:13:25,55.52,33.47,53.87,86,94,4.41
492,Marsaxlokk,MT,2020-05-28 19:13:25,35.84,14.54,68.0,72,0,6.93
493,Xichang,CN,2020-05-28 19:13:25,27.9,102.26,52.99,78,99,1.28
494,Konstantinovka,RU,2020-05-28 19:13:25,49.62,127.98,59.11,45,0,10.92
495,Roald,NO,2020-05-28 19:13:25,62.58,6.13,52.0,76,100,8.05
496,Hay River,CA,2020-05-28 19:13:26,60.82,-115.8,55.4,35,75,10.29
497,Kloulklubed,PW,2020-05-28 19:13:26,7.04,134.26,77.0,94,75,4.45
498,Moroni,KM,2020-05-28 19:13:26,-11.7,43.26,76.24,71,22,7.23
499,Sumbe,AO,2020-05-28 19:13:26,-11.21,13.84,74.95,84,23,5.77
500,Samarai,PG,2020-05-28 19:13:26,-10.62,150.67,80.4,84,4,9.64
501,Sydney,AU,2020-05-28 19:09:57,-33.87,151.21,55.4,87,75,9.17
502,Harer,ET,2020-05-28 19:13:26,9.31,42.13,64.0,75,69,2.21
503,Kamenka,RU,2020-05-28 19:13:27,51.32,42.77,64.99,75,0,1.01
504,Tocopilla,CL,2020-05-28 19:13:27,-22.09,-70.2,67.03,54,16,3.74
505,Tevriz,RU,2020-05-28 19:13:27,57.51,72.4,62.01,77,100,7.7
506,Yeppoon,AU,2020-05-28 19:13:27,-23.13,150.73,55.4,87,96,6.24
507,Tonota,BW,2020-05-28 19:13:27,-21.48,27.48,42.8,22,0,3.36
508,Calama,CL,2020-05-28 19:13:27,-22.47,-68.93,73.4,10,0,16.11
509,Shingu,JP,2020-05-28 19:13:27,33.73,135.98,60.03,53,0,5.57
510,Tyret Pervaya,RU,2020-05-28 19:13:27,53.67,102.31,38.93,78,100,6.04
511,Yakeshi,CN,2020-05-28 19:13:28,49.28,120.73,58.1,49,100,4.27
512,Hassleholm,SE,2020-05-28 19:13:28,56.16,13.77,62.01,62,97,8.05
513,Tara,RU,2020-05-28 19:13:28,56.89,74.37,58.33,71,100,8.77
514,Hervey Bay,AU,2020-05-28 19:13:28,-25.3,152.85,62.01,82,5,3.0
515,Algiers,DZ,2020-05-28 19:13:28,36.75,3.04,71.6,53,40,11.41
516,Constitucion,CL,2020-05-28 19:13:29,-35.33,-72.42,57.7,75,100,2.75
517,Mogadishu,SO,2020-05-28 19:13:29,2.04,45.34,80.91,84,16,13.44
518,Duluth,US,2020-05-28 19:13:29,46.78,-92.11,78.8,21,1,20.8
519,Puerto Ayacucho,VE,2020-05-28 19:13:29,5.66,-67.62,86.0,66,75,6.93
520,Miles City,US,2020-05-28 19:13:29,46.41,-105.84,60.8,36,1,13.87
521,Angoche,MZ,2020-05-28 19:13:29,-16.23,39.91,76.23,83,67,3.31
522,Port Hardy,CA,2020-05-28 19:13:29,50.7,-127.42,55.4,82,75,5.82
523,Port Blair,IN,2020-05-28 19:13:30,11.67,92.75,84.2,80,100,8.75
524,Lata,PT,2020-05-28 19:13:30,40.16,-8.33,79.0,68,58,8.01
525,Sampit,ID,2020-05-28 19:13:30,-2.53,112.95,71.4,94,100,1.1
526,Fairbanks,US,2020-05-28 19:13:30,64.84,-147.72,60.01,62,90,3.76
527,Talara,PE,2020-05-28 19:13:30,-4.58,-81.27,80.6,65,67,14.99
528,Aykhal,RU,2020-05-28 19:13:30,66.0,111.5,28.4,74,90,4.47
529,Truth Or Consequences,US,2020-05-28 19:13:30,33.13,-107.25,91.4,15,1,13.87
530,Dhidhdhoo,MV,2020-05-28 19:13:31,6.88,73.1,83.03,78,100,12.17
531,Houma,US,2020-05-28 19:13:31,29.6,-90.72,89.01,54,75,5.82
532,San Patricio,MX,2020-05-28 19:13:31,19.22,-104.7,80.6,69,5,11.41
533,Shitanjing,CN,2020-05-28 19:13:31,39.23,106.34,62.4,30,0,4.94
534,Manjacaze,MZ,2020-05-28 19:13:31,-24.71,33.88,59.29,59,0,6.02
535,Pangnirtung,CA,2020-05-28 19:13:31,66.15,-65.71,28.4,74,90,12.75
536,Ambon,ID,2020-05-28 19:12:35,-3.7,128.18,82.99,94,53,9.84
537,Bayeux,BR,2020-05-28 19:13:32,-7.12,-34.93,86.0,70,40,11.41
538,Batsfjord,NO,2020-05-28 19:13:32,70.63,29.72,42.8,81,93,6.93
539,Bowen,AU,2020-05-28 19:13:32,-20.02,148.23,61.0,93,0,7.83
540,Flinders,AU,2020-05-28 19:13:32,-34.58,150.86,55.0,91,29,1.01
541,Domoni,KM,2020-05-28 19:13:32,-12.26,44.53,76.41,76,100,7.67
542,Ust-Kuyga,RU,2020-05-28 19:13:32,70.02,135.6,27.54,97,100,14.43
543,Saldanha,ZA,2020-05-28 19:13:32,-33.01,17.94,57.2,87,99,8.05
544,Kirakira,SB,2020-05-28 19:13:33,-10.45,161.92,79.34,84,7,8.66
545,Catuday,PH,2020-05-28 19:13:33,16.29,119.81,82.76,76,63,4.18
546,Blagoyevo,RU,2020-05-28 19:13:33,63.37,47.92,51.42,69,0,3.65
547,Khatassy,RU,2020-05-28 19:13:33,61.9,129.64,33.8,80,20,8.95
548,Athens,GR,2020-05-28 19:09:35,37.98,23.72,63.0,67,40,2.37
549,Olavarria,AR,2020-05-28 19:13:33,-36.89,-60.32,61.18,66,100,8.9
550,Muroto,JP,2020-05-28 19:13:33,33.28,134.15,68.49,61,0,6.11
551,Vostok,RU,2020-05-28 19:13:33,46.49,135.88,47.89,99,22,5.23
552,Zhezkazgan,KZ,2020-05-28 19:13:34,47.8,67.71,67.08,26,0,10.56
553,Thurles,IE,2020-05-28 19:13:34,52.68,-7.8,66.99,66,47,1.01
554,Batagay-Alyta,RU,2020-05-28 19:13:34,67.8,130.41,23.29,96,100,12.77
555,Namie,JP,2020-05-28 19:13:34,37.48,141.0,53.01,93,0,8.66
556,Walla Walla,US,2020-05-28 19:13:34,46.06,-118.34,73.0,40,1,3.49
557,Roma,US,2020-05-28 19:12:22,43.21,-75.46,78.8,65,90,6.93
558,Palora,EC,2020-05-28 19:13:34,-1.7,-77.93,80.6,61,75,3.36
559,Poltavka,RU,2020-05-28 19:13:35,54.37,71.76,64.72,41,87,6.24
560,Kolyvan,RU,2020-05-28 19:13:35,55.31,82.74,51.8,71,3,2.24
561,Talnakh,RU,2020-05-28 19:13:35,69.49,88.4,37.4,86,75,6.71
562,Ulaangom,MN,2020-05-28 19:13:35,49.98,92.07,49.37,47,96,5.26
563,Moche,PE,2020-05-28 19:13:35,-8.17,-79.01,70.36,77,54,8.03
564,Keelung,TW,2020-05-28 19:13:36,25.13,121.74,77.0,94,75,3.36
565,Perigueux,FR,2020-05-28 19:13:36,45.18,0.72,78.01,44,0,5.44
566,Segezha,RU,2020-05-28 19:13:36,63.74,34.32,51.03,71,100,8.08
567,Midland,US,2020-05-28 19:13:25,32.0,-102.08,87.8,22,1,13.87
568,Usinsk,RU,2020-05-28 19:13:36,65.99,57.53,45.7,80,3,10.71
569,Qaqortoq,GL,2020-05-28 19:13:36,60.72,-46.03,46.4,52,75,8.05
570,Laja,CL,2020-05-28 19:13:36,-37.27,-72.7,51.8,76,75,8.05
571,San Carlos De Bariloche,AR,2020-05-28 19:13:37,-41.15,-71.31,41.0,75,75,2.24
572,Dondo,MZ,2020-05-28 19:13:37,-19.61,34.74,71.6,78,0,6.93
573,Guerrero Negro,MX,2020-05-28 19:13:37,27.98,-114.06,76.53,47,3,13.78
574,San Juan,AR,2020-05-28 19:09:22,-31.54,-68.54,67.14,29,0,3.85
575,Beringovskiy,RU,2020-05-28 19:13:37,63.05,179.32,34.3,96,100,15.32
576,Coahuayana,MX,2020-05-28 19:13:37,18.73,-103.68,86.0,27,20,8.41
577,Seoul,KR,2020-05-28 19:11:54,37.57,126.98,57.2,100,0,1.12
578,Manaure,CO,2020-05-28 19:13:38,11.78,-72.44,84.9,72,100,13.51
